-0.751347855,-0.751347855,-0.751347855,-0.751347855,-0.751347855,-0.751347855,-0.751347855,-0.751347855,-0.751347855,-0.751347855,-0.751347855,-0.751347855,-0.751347855,-0.751347855,-0.751347855,-0.751347855,-0.751347855,-0.751347855,-0.751347855,-0.751347855
0.32848208,0.32848208,0.415437441,0.280565785,0.280565785,0.301259268,0.301259268,0.301259268,0.301259268,0.301259268,0.301259268,0.301259268,0.301259268,0.301259268,0.301259268,0.301259268,0.232457847,0.232457847,-0.03241722,-0.03241722
-0.368699548,-0.368699548,-0.368699548,-0.368699548,-0.368699548,-0.254310011,-0.254310011,-0.181140102,-0.181140102,-0.181140102,-0.248854017,-0.248854017,0.10607722,-0.194697821,0.233885579,0.233885579,0.011368035,0.011368035,0.011368035,0.011368035
-0.260583337,0.075726422,-0.341974137,-0.342584565,-0.342584565,-0.342584565,-0.342584565,-0.19107381,-0.19107381,-0.19107381,0.257726488,0.257726488,0.257726488,-0.149355172,0.219646328,0.219646328,-0.117230758,-0.117230758,0.063763406,-0.165180394
0.08126334,0.08126334,0.08126334,0.08126334,0.08126334,0.08126334,-0.346566269,-0.346566269,-0.346566269,-0.346566269,-0.346566269,-0.202728643,-0.202728643,-0.43678606,-0.43678606,-0.43678606,-0.43678606,-0.684305206,-0.684305206,-0.684305206
-0.739753497,-0.739753497,-0.739753497,-0.739753497,-0.739753497,-0.739753497,-0.739753497,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-0.853998547,-0.853998547,-0.853998547,-0.853998547,-0.853998547,-0.853998547,-0.853998547,-0.853998547,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-0.50555798,-0.50555798,-0.778678586,-0.778678586,-0.778678586,-0.778678586,-0.778678586,-0.778678586,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.021466631,0.010284651,0.010284651,0.010284651,0.582082079,0.420078023,0.453215162,0.324391509,0.324391509,0.324391509,0.324391509,0.324391509,0.324391509,0.324391509,0.324391509,0.52435077,0.52435077,0.52435077,0.599290509,0.599290509
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.590324797,0.590324797,0.590324797,0.590324797,0.590324797,0.590324797,0.590324797,0.453871128,0.335218425,0.335218425,0.428812229,0.321080753,0.321080753,0.321080753,0.321080753,0.321080753,0.321080753,0.321080753,0.321080753,0.321080753
0.57732637,0.57732637,0.57732637,0.57732637,0.57732637,0.57732637,0.57732637,0.880097028,0.880097028,0.880097028,0.880097028,0.880097028,0.880097028,0.880097028,0.880097028,0.880097028,0.880097028,0.880097028,0.880097028,0.880097028
-0.692366623,-0.692366623,-0.692366623,-0.692366623,-0.501557813,-0.469749648,-0.469749648,-0.469749648,-0.469749648,-0.469749648,-0.469749648,-0.469749648,-0.469749648,-0.469749648,-0.469749648,-0.469749648,-0.469749648,-0.722348217,-0.722348217,-0.722348217
-0.209883151,-0.251256731,-0.251256731,-0.251256731,-0.251256731,-0.436684906,-0.436684906,-0.436684906,-0.436684906,-0.670828592,-0.670828592,-0.670828592,-0.670828592,-0.614250796,-0.571991333,-0.458747574,-0.458747574,-0.458747574,0.044829895,0.044829895
0.324691899,0.324691899,-0.036088628,-0.036088628,-0.036088628,-0.27489353,-0.27489353,-0.27489353,-0.27489353,-0.27489353,-0.27489353,-0.27489353,-0.27489353,-0.27489353,-0.27489353,-0.27489353,-0.27489353,-0.382518011,-0.382518011,-0.382518011
-0.270952193,-0.16173291,0.166202442,0.526556936,0.533812465,0.356234838,0.577443802,0.577443802,0.529569408,0.529569408,0.5833155,0.5833155,0.5833155,0.457378356,0.457378356,0.457378356,0.457378356,0.368282261,0.368282261,0.292690133
-0.044169317,-0.044169317,-0.202165035,-0.202165035,-0.706473387,-0.706473387,-0.706992994,-0.706992994,-0.706992994,-0.706992994,-0.706992994,-0.706992994,-0.706992994,-0.706992994,-0.706992994,-0.706992994,-0.706992994,-0.706992994,-0.706992994,-0.706992994
-0.381415272,-0.381415272,-0.381415272,-0.630497569,-0.630497569,-0.630497569,-0.630497569,-0.630497569,-0.630497569,-0.630497569,-0.630497569,-0.65288676,-0.624392577,-0.533604045,-0.533604045,-0.533604045,-0.533604045,-0.533604045,-0.498948632,-0.498948632
0.664605367,0.664605367,0.518468414,0.518468414,0.353183372,0.353183372,0.353183372,-0.098906475,-0.54773332,-0.54773332,-0.54773332,-0.385147077,-0.385147077,-0.240447097,-0.645500592,-0.645500592,-0.645500592,-0.587529201,-0.587529201,-0.587529201
0.293767812,0.293767812,0.293767812,0.493955182,0.493955182,0.493955182,0.483151346,0.483151346,0.483151346,0.561572029,0.44695866,0.44695866,0.44695866,0.44695866,0.438977456,0.438977456,0.438977456,0.438977456,0.438977456,0.438977456
-0.037891263,-0.037891263,-0.30210454,-0.416712388,-0.416712388,-0.416712388,-0.416712388,-0.416712388,-0.283923582,-0.283923582,-0.283923582,-0.283923582,-0.503845902,-0.518096389,-0.430144183,-0.430144183,-0.430144183,-0.446391745,-0.446391745,-0.446391745
0.07585881,0.07585881,0.224667021,0.224667021,0.224667021,0.224667021,-0.014204378,-0.014204378,0.008725747,-0.25156633,-0.25156633,-0.434979166,-0.434979166,-0.307019421,-0.307019421,-0.307019421,-0.307019421,-0.312724294,-0.312724294,-0.312724294
-0.691492368,-0.683983314,-0.628422575,-0.628422575,-0.628422575,-0.628422575,-0.576693425,-0.557474823,-0.557474823,-0.557474823,-0.557474823,-0.557474823,-0.557474823,-0.557474823,-0.557474823,-0.557474823,-0.557474823,-0.557474823,-0.557474823,-0.402529354
0.479088953,0.507493492,0.507493492,0.361445452,0.361445452,0.361445452,0.361445452,0.361445452,0.361445452,0.361445452,0.361445452,0.361445452,0.361445452,0.361445452,0.59458408,0.59458408,0.601472023,0.601472023,0.485011139,0.485011139
-0.73475675,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-0.315061125,-0.386792112,-0.386792112,-0.284492101,0.067575028,0.067575028,0.067575028,-0.118611688,-0.118611688,-0.398404142,-0.398404142,-0.398404142,-0.286456481,-0.286456481,-0.286456481,-0.286456481,-0.316648778,-0.316648778,-0.316648778,-0.316648778
-0.151642388,-0.217813668,0.141262735,0.571238033,0.571238033,0.571238033,0.571238033,0.571238033,0.571238033,0.571238033,0.571238033,0.571238033,0.571238033,0.571238033,0.571238033,0.571238033,0.83137065,0.83137065,0.83137065,0.83137065
-0.476132907,-0.476132907,-0.476132907,-0.476132907,-0.339728219,-0.339728219,-0.339728219,-0.339728219,-0.339728219,-0.339728219,-0.339728219,-0.339728219,-0.185688006,-0.185688006,-0.185688006,-0.185688006,-0.265041603,-0.265041603,-0.285872164,0.054710806
-0.306473464,-0.306473464,-0.306473464,-0.306473464,-0.306473464,-0.306473464,-0.201260158,-0.201260158,-0.28963972,-0.28963972,0.112888027,0.205695975,0.205695975,-0.130797512,-0.162668358,-0.162668358,-0.623967317,-0.623967317,-0.485630679,-0.485630679
0.615967931,0.615967931,0.447879338,0.334498126,0.334498126,0.334498126,0.336391048,0.336391048,0.336391048,0.336391048,0.336391048,0.336391048,0.336391048,0.336391048,0.336391048,0.336391048,0.208858169,-0.012752912,-0.012752912,-0.012752912
0.361807458,0.358111568,0.374965261,0.23458157,0.23458157,0.23458157,-0.093122385,-0.093122385,-0.093122385,-0.093122385,-0.093122385,0.140865045,0.201022544,0.201022544,-0.189698693,-0.10057035,0.187551758,0.187551758,0.187551758,0.187551758
0.668921915,0.668921915,0.668921915,0.668921915,0.679006178,0.679006178,0.679006178,0.679006178,0.679006178,0.679006178,0.679006178,0.622195763,0.622195763,0.580201602,0.843583915,0.843583915,0.843583915,0.843583915,0.843583915,1
-0.192751586,-0.248753081,-0.248753081,-0.253122666,-0.323070767,-0.323070767,-0.323070767,-0.323070767,-0.275782559,-0.275782559,-0.275782559,-0.275782559,0.067448455,0.067448455,-0.08424473,-0.08424473,-0.08424473,-0.08424473,-0.08424473,-0.08424473
-0.330128841,-0.330128841,-0.330128841,-0.330128841,-0.330128841,-0.386788147,-0.386788147,-0.386788147,-0.386788147,-0.610915489,-0.610915489,-0.610915489,-0.610915489,-0.463163903,-0.463163903,-0.463163903,-0.463163903,-0.440666567,-0.440666567,-0.4619078
